header.cases,/nfs/home/zhangruisi/Downloads/xs-env/XiangShan/SPEC06_EmuTasks_1208/mcf_17520000000_0.126350/simulator_err.txt
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_10_150_160,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_10_160_170,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_10_170_180,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_10_180_190,2
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_10_190_200,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_10_200_210,1
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_10_210_220,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_10_220_230,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_10_230_240,1
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_10_240_250,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_10_250_260,3
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_10_260_270,2
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_10_270_280,2
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_10_280_290,1
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_10_290_300,8
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_11_0_10,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_11_10_20,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_11_20_30,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_11_30_40,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_11_40_50,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_11_50_60,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_11_60_70,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_11_70_80,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_11_80_90,1
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_11_90_100,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_11_100_110,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_11_110_120,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_11_120_130,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_11_130_140,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_11_140_150,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_11_150_160,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_11_160_170,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_11_170_180,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_11_180_190,1
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_11_190_200,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_11_200_210,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_11_210_220,1
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_11_220_230,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_11_230_240,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_11_240_250,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_11_250_260,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_11_260_270,1
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_11_270_280,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_11_280_290,1
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_11_290_300,2
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_12_0_10,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_12_10_20,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_12_20_30,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_12_30_40,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_12_40_50,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_12_50_60,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_12_60_70,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_12_70_80,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_12_80_90,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_12_90_100,1
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_12_100_110,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_12_110_120,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_12_120_130,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_12_130_140,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_12_140_150,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_12_150_160,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_12_160_170,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_12_170_180,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_12_180_190,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_12_190_200,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_12_200_210,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_12_210_220,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_12_220_230,1
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_12_230_240,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_12_240_250,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_12_250_260,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_12_260_270,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_12_270_280,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_12_280_290,1
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_12_290_300,1
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_13_0_10,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_13_10_20,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_13_20_30,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_13_30_40,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_13_40_50,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_13_50_60,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_13_60_70,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_13_70_80,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_13_80_90,1
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_13_90_100,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_13_100_110,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_13_110_120,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_13_120_130,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_13_130_140,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_13_140_150,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_13_150_160,1
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_13_160_170,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_13_170_180,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_13_180_190,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_13_190_200,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_13_200_210,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_13_210_220,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_13_220_230,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_13_230_240,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_13_240_250,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_13_250_260,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_13_260_270,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_13_270_280,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_13_280_290,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_13_290_300,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_14_0_10,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_14_10_20,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_14_20_30,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_14_30_40,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_14_40_50,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_14_50_60,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_14_60_70,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_14_70_80,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_14_80_90,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_14_90_100,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_14_100_110,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_14_110_120,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_14_120_130,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_14_130_140,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_14_140_150,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_14_150_160,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_14_160_170,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_14_170_180,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_14_180_190,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_14_190_200,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_14_200_210,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_14_210_220,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_14_220_230,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_14_230_240,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_14_240_250,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_14_250_260,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_14_260_270,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_14_270_280,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_14_280_290,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_14_290_300,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_15_0_10,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_15_10_20,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_15_20_30,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_15_30_40,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_15_40_50,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_15_50_60,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_15_60_70,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_15_70_80,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_15_80_90,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_15_90_100,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_15_100_110,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_15_110_120,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_15_120_130,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_15_130_140,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_15_140_150,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_15_150_160,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_15_160_170,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_15_170_180,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_15_180_190,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_15_190_200,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_15_200_210,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_15_210_220,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_15_220_230,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_15_230_240,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_15_240_250,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_15_250_260,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_15_260_270,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_15_270_280,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_15_280_290,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_15_290_300,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.mshr_latency_max,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.probe_period_0_5,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.probe_period_5_10,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.probe_period_10_15,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.probe_period_15_20,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.probe_period_20_25,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.probe_period_25_30,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.probe_period_30_35,13
core_with_l2.l2top.l2cache.slices_0.mshrCtl.probe_period_35_40,21
core_with_l2.l2top.l2cache.slices_0.mshrCtl.probe_period_40_45,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.probe_period_45_50,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.probe_period_50_55,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.probe_period_55_60,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.probe_period_60_65,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.probe_period_65_70,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.probe_period_70_75,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.probe_period_75_80,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.probe_period_80_85,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.probe_period_85_90,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.probe_period_90_95,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.probe_period_95_100,221
core_with_l2.l2top.l2cache.slices_0.mshrCtl.release_period_0_5,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.release_period_5_10,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.release_period_10_15,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.release_period_15_20,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.release_period_20_25,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.release_period_25_30,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.release_period_30_35,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.release_period_35_40,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.release_period_40_45,42895
core_with_l2.l2top.l2cache.slices_0.mshrCtl.release_period_45_50,28402
core_with_l2.l2top.l2cache.slices_0.mshrCtl.release_period_50_55,5990
core_with_l2.l2top.l2cache.slices_0.mshrCtl.release_period_55_60,1162
core_with_l2.l2top.l2cache.slices_0.mshrCtl.release_period_60_65,357
core_with_l2.l2top.l2cache.slices_0.mshrCtl.release_period_65_70,114
core_with_l2.l2top.l2cache.slices_0.mshrCtl.release_period_70_75,54
core_with_l2.l2top.l2cache.slices_0.mshrCtl.release_period_75_80,41
core_with_l2.l2top.l2cache.slices_0.mshrCtl.release_period_80_85,25
core_with_l2.l2top.l2cache.slices_0.mshrCtl.release_period_85_90,21
core_with_l2.l2top.l2cache.slices_0.mshrCtl.release_period_90_95,9
core_with_l2.l2top.l2cache.slices_0.mshrCtl.release_period_95_100,344177
core_with_l2.l2top.l2cache.slices_0.mshrCtl.sourceB.probe_buffer_util_0,45607446
core_with_l2.l2top.l2cache.slices_0.mshrCtl.sourceB.probe_buffer_util_1,148
core_with_l2.l2top.l2cache.slices_0.mshrCtl.sourceB.probe_buffer_util_2,0
core_with_l2.l2top.l2cache.slices_0.mshrCtl.sourceB.probe_buffer_util_3,0
core_with_l2.l2top.l2cache.slices_0.refillUnit.sinkD_from_L3_all,0
core_with_l2.l2top.l2cache.slices_0.refillUnit.sinkD_from_L3_zero,0
core_with_l2.l2top.l2cache.slices_0.reqArb.mshr_req,846494
core_with_l2.l2top.l2cache.slices_0.reqArb.mshr_req_stall,15120
core_with_l2.l2top.l2cache.slices_0.reqArb.sinkA_req,452918
core_with_l2.l2top.l2cache.slices_0.reqArb.sinkA_stall,69571
core_with_l2.l2top.l2cache.slices_0.reqArb.sinkA_stall_by_dir,32613
core_with_l2.l2top.l2cache.slices_0.reqArb.sinkA_stall_by_grantbuf,0
core_with_l2.l2top.l2cache.slices_0.reqArb.sinkA_stall_by_mainpipe,61
core_with_l2.l2top.l2cache.slices_0.reqArb.sinkA_stall_by_mshr,0
core_with_l2.l2top.l2cache.slices_0.reqArb.sinkA_stall_by_mshrTask,27996
core_with_l2.l2top.l2cache.slices_0.reqArb.sinkA_stall_by_sinkB,0
core_with_l2.l2top.l2cache.slices_0.reqArb.sinkA_stall_by_sinkC,10300
core_with_l2.l2top.l2cache.slices_0.reqArb.sinkB_req,0
core_with_l2.l2top.l2cache.slices_0.reqArb.sinkB_stall,0
core_with_l2.l2top.l2cache.slices_0.reqArb.sinkB_stall_by_dir,0
core_with_l2.l2top.l2cache.slices_0.reqArb.sinkB_stall_by_grantbuf,0
core_with_l2.l2top.l2cache.slices_0.reqArb.sinkB_stall_by_mainpipe,0
core_with_l2.l2top.l2cache.slices_0.reqArb.sinkB_stall_by_mshr,0
core_with_l2.l2top.l2cache.slices_0.reqArb.sinkB_stall_by_mshrTask,0
core_with_l2.l2top.l2cache.slices_0.reqArb.sinkB_stall_by_sinkC,0
core_with_l2.l2top.l2cache.slices_0.reqArb.sinkC_req,421875
core_with_l2.l2top.l2cache.slices_0.reqArb.sinkC_stall,36023
core_with_l2.l2top.l2cache.slices_0.reqArb.sinkC_stall_by_dir,8248
core_with_l2.l2top.l2cache.slices_0.reqArb.sinkC_stall_by_grantbuf,0
core_with_l2.l2top.l2cache.slices_0.reqArb.sinkC_stall_by_mainpipe,59
core_with_l2.l2top.l2cache.slices_0.reqArb.sinkC_stall_by_mshrTask,28710
core_with_l2.l2top.l2cache.slices_0.sinkA.sinkA_acquire_req,422011
core_with_l2.l2top.l2cache.slices_0.sinkA.sinkA_acquire_stall_by_mainpipe,0
core_with_l2.l2top.l2cache.slices_0.sinkA.sinkA_acquireblock_req,422011
core_with_l2.l2top.l2cache.slices_0.sinkA.sinkA_acquireperm_req,0
core_with_l2.l2top.l2cache.slices_0.sinkA.sinkA_get_req,30907
core_with_l2.l2top.l2cache.slices_0.sinkA.sinkA_get_stall_by_mainpipe,0
core_with_l2.l2top.l2cache.slices_0.sinkA.sinkA_put_stall_by_mainpipe,0
core_with_l2.l2top.l2cache.slices_0.sinkA.sinkA_req,452918
core_with_l2.l2top.l2cache.slices_0.sinkA.sinkA_stall_by_mainpipe,0
core_with_l2.l2top.l2cache.slices_0.sinkC.NewDataNestC,0
core_with_l2.l2top.l2cache.slices_0.sinkC.sinkC_buf_full,0
core_with_l2.l2top.l2cache.slices_0.sinkC.sinkC_c_stall,0
core_with_l2.l2top.l2cache.slices_0.sinkC.sinkC_c_stall_for_noSpace,0
core_with_l2.l2top.l2cache.slices_0.sinkC.sinkC_toReqArb_stall,36023
core_with_l2.l2top.l2cache.slices_1.a_reqBuf.chosenQ_cancel,10
core_with_l2.l2top.l2cache.slices_1.a_reqBuf.drop_prefetch,0
core_with_l2.l2top.l2cache.slices_1.a_reqBuf.max_reqBuf_timer_max,0
core_with_l2.l2top.l2cache.slices_1.a_reqBuf.recv_normal,310972
core_with_l2.l2top.l2cache.slices_1.a_reqBuf.recv_prefetch,0
core_with_l2.l2top.l2cache.slices_1.a_reqBuf.req_buffer_alloc,17272
core_with_l2.l2top.l2cache.slices_1.a_reqBuf.req_buffer_flow,293700
core_with_l2.l2top.l2cache.slices_1.a_reqBuf.req_buffer_full,0
core_with_l2.l2top.l2cache.slices_1.a_reqBuf.req_buffer_mergeA,0
core_with_l2.l2top.l2cache.slices_1.a_reqBuf.req_buffer_util_0,45560747
core_with_l2.l2top.l2cache.slices_1.a_reqBuf.req_buffer_util_1,46621
core_with_l2.l2top.l2cache.slices_1.a_reqBuf.req_buffer_util_2,215
core_with_l2.l2top.l2cache.slices_1.a_reqBuf.req_buffer_util_3,11
core_with_l2.l2top.l2cache.slices_1.a_reqBuf.reqBuf_timer_0_1,0
core_with_l2.l2top.l2cache.slices_1.a_reqBuf.reqBuf_timer_1_2,0
core_with_l2.l2top.l2cache.slices_1.a_reqBuf.reqBuf_timer_2_3,0
core_with_l2.l2top.l2cache.slices_1.a_reqBuf.reqBuf_timer_3_4,0
core_with_l2.l2top.l2cache.slices_1.a_reqBuf.reqBuf_timer_4_5,0
core_with_l2.l2top.l2cache.slices_1.a_reqBuf.reqBuf_timer_5_6,0
core_with_l2.l2top.l2cache.slices_1.a_reqBuf.reqBuf_timer_6_7,0
core_with_l2.l2top.l2cache.slices_1.a_reqBuf.reqBuf_timer_7_8,0
core_with_l2.l2top.l2cache.slices_1.a_reqBuf.reqBuf_timer_8_9,0
core_with_l2.l2top.l2cache.slices_1.a_reqBuf.reqBuf_timer_9_10,0
core_with_l2.l2top.l2cache.slices_1.a_reqBuf.reqBuf_timer_10_11,0
core_with_l2.l2top.l2cache.slices_1.a_reqBuf.reqBuf_timer_11_12,0
core_with_l2.l2top.l2cache.slices_1.a_reqBuf.reqBuf_timer_12_13,0
core_with_l2.l2top.l2cache.slices_1.a_reqBuf.reqBuf_timer_13_14,0
core_with_l2.l2top.l2cache.slices_1.a_reqBuf.reqBuf_timer_14_15,0
core_with_l2.l2top.l2cache.slices_1.a_reqBuf.reqBuf_timer_15_16,0
core_with_l2.l2top.l2cache.slices_1.a_reqBuf.reqBuf_timer_16_17,0
core_with_l2.l2top.l2cache.slices_1.a_reqBuf.reqBuf_timer_17_18,0
core_with_l2.l2top.l2cache.slices_1.a_reqBuf.reqBuf_timer_18_19,0
core_with_l2.l2top.l2cache.slices_1.a_reqBuf.reqBuf_timer_19_20,0
core_with_l2.l2top.l2cache.slices_1.a_reqBuf.reqBuf_timer_20_40,0
core_with_l2.l2top.l2cache.slices_1.a_reqBuf.reqBuf_timer_40_60,0
core_with_l2.l2top.l2cache.slices_1.a_reqBuf.reqBuf_timer_60_80,0
core_with_l2.l2top.l2cache.slices_1.a_reqBuf.reqBuf_timer_80_100,0
core_with_l2.l2top.l2cache.slices_1.a_reqBuf.reqBuf_timer_100_120,0
core_with_l2.l2top.l2cache.slices_1.a_reqBuf.reqBuf_timer_120_140,0
core_with_l2.l2top.l2cache.slices_1.a_reqBuf.reqBuf_timer_140_160,0
core_with_l2.l2top.l2cache.slices_1.a_reqBuf.reqBuf_timer_160_180,0
core_with_l2.l2top.l2cache.slices_1.a_reqBuf.reqBuf_timer_180_200,0
core_with_l2.l2top.l2cache.slices_1.a_reqBuf.reqBuf_timer_200_220,0
core_with_l2.l2top.l2cache.slices_1.a_reqBuf.reqBuf_timer_220_240,0
core_with_l2.l2top.l2cache.slices_1.a_reqBuf.reqBuf_timer_240_260,0
core_with_l2.l2top.l2cache.slices_1.a_reqBuf.reqBuf_timer_260_280,0
core_with_l2.l2top.l2cache.slices_1.a_reqBuf.reqBuf_timer_280_300,0
core_with_l2.l2top.l2cache.slices_1.a_reqBuf.reqBuf_timer_300_320,0
core_with_l2.l2top.l2cache.slices_1.a_reqBuf.reqBuf_timer_320_340,0
core_with_l2.l2top.l2cache.slices_1.a_reqBuf.reqBuf_timer_340_360,0
core_with_l2.l2top.l2cache.slices_1.a_reqBuf.reqBuf_timer_360_380,0
core_with_l2.l2top.l2cache.slices_1.a_reqBuf.reqBuf_timer_380_400,0
core_with_l2.l2top.l2cache.slices_1.a_to_d_delay_0_1,0
core_with_l2.l2top.l2cache.slices_1.a_to_d_delay_1_2,0
core_with_l2.l2top.l2cache.slices_1.a_to_d_delay_2_3,0
core_with_l2.l2top.l2cache.slices_1.a_to_d_delay_3_4,0
core_with_l2.l2top.l2cache.slices_1.a_to_d_delay_4_5,0
core_with_l2.l2top.l2cache.slices_1.a_to_d_delay_5_6,14883
core_with_l2.l2top.l2cache.slices_1.a_to_d_delay_6_7,2305
core_with_l2.l2top.l2cache.slices_1.a_to_d_delay_7_8,543
core_with_l2.l2top.l2cache.slices_1.a_to_d_delay_8_9,371
core_with_l2.l2top.l2cache.slices_1.a_to_d_delay_9_10,83
core_with_l2.l2top.l2cache.slices_1.a_to_d_delay_10_11,37
core_with_l2.l2top.l2cache.slices_1.a_to_d_delay_11_12,18
core_with_l2.l2top.l2cache.slices_1.a_to_d_delay_12_13,20
core_with_l2.l2top.l2cache.slices_1.a_to_d_delay_13_14,5
core_with_l2.l2top.l2cache.slices_1.a_to_d_delay_14_15,4
core_with_l2.l2top.l2cache.slices_1.a_to_d_delay_15_16,4
core_with_l2.l2top.l2cache.slices_1.a_to_d_delay_16_17,2
core_with_l2.l2top.l2cache.slices_1.a_to_d_delay_17_18,3
core_with_l2.l2top.l2cache.slices_1.a_to_d_delay_18_19,1
core_with_l2.l2top.l2cache.slices_1.a_to_d_delay_19_20,0
core_with_l2.l2top.l2cache.slices_1.a_to_d_delay_20_30,65573
core_with_l2.l2top.l2cache.slices_1.a_to_d_delay_30_40,2485
core_with_l2.l2top.l2cache.slices_1.a_to_d_delay_40_50,27
core_with_l2.l2top.l2cache.slices_1.a_to_d_delay_50_60,4
core_with_l2.l2top.l2cache.slices_1.a_to_d_delay_60_70,7
core_with_l2.l2top.l2cache.slices_1.a_to_d_delay_70_80,6
core_with_l2.l2top.l2cache.slices_1.a_to_d_delay_80_90,10
core_with_l2.l2top.l2cache.slices_1.a_to_d_delay_90_100,5
core_with_l2.l2top.l2cache.slices_1.a_to_d_delay_100_110,11
core_with_l2.l2top.l2cache.slices_1.a_to_d_delay_110_120,6
core_with_l2.l2top.l2cache.slices_1.a_to_d_delay_120_130,7
